cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2014-2896,WolfSSL,C,N,-,2.9.4,1/28/2020,7.5; 9.8,-,-,-,-,TLS/DTLS,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://www.wolfssl.com/wolfssl-security-advisory-april-9-2014/,-,"Due to a mising check on buffer length in the TLS/DTLS implementations, an attacker can cause an OOB read or other memory corruption. ",-
CVE-2014-2900,WolfSSL,C,N,-,2.9.4,4/22/2014,5.8,Medium,-,-,-,X.509,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Certificate Verification,N,N,https://www.wolfssl.com/wolfssl-security-advisory-april-9-2014/,-,X.509 implementation would incorrectly accept certificates with unknown critical extensions by default instead of rejecting the certificate.,-
CVE-2014-2899,WolfSSL,C,N,-,2.9.4,4/22/2014,5.0,Medium,-,-,-,X.509,-,CWE-20: Improper Input Validation,Cryptographic Issue,Other,N,Y,https://www.wolfssl.com/wolfssl-security-advisory-april-9-2014/,-,A client can cause a NULL pointer dereference either by requesting a peer certificate after certificate parsing failure or by sending a client_key_exchange without the ephemeral key.,Not enough information to give this a more specific sub-classification.
CVE-2013-1623,WolfSSL,C,Y (CVE-2013-0169; CVE-2013-1619; CVE-2013-1620; CVE-2013-1624),-,2.5.0,2/8/2013,4.3,-,-,-,-,TLS/DTLS,-,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.wolfssl.com/wolfssl-provider-of-cyassl-embedded-ssl-releases-first-embedded-tls-and-dtls-protocol-fix-for-lucky-thirteen-attack/,https://www.ieee-security.org/TC/SP2013/papers/4977a526.pdf,"""Lucky Thirteen"" timing side-channel attack in TLS/DTLS implementations allows an attacker to recover plaintext based on timing differences in CBC mode.",-
CVE-2012-1558,WolfSSL,C,N,-,2.0.8,3/12/2012,5.0,-,-,-,-,,-,CWE-399: Resource Management Errors,Memory Management,Null Dereference,N,Y,https://github.com/wolfSSL/wolfssl/blob/master/ChangeLog.md#cyassl-release-208-2242012,https://nvd.nist.gov/vuln/detail/CVE-2012-1558,A maliciously crafted X.509 certificate can cause a NULL pointer deference (no further information available).,-
CVE-2022-43705,Botan,C++,N,0.7.0,2.19.3,11/27/2022,9.1,-,-,-,-,OCSP,-,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://github.com/randombit/botan/security/advisories/GHSA-4v9w-qvcq-6q7w,-,"Missing check that the responder certificate in an OCSP response is authorized by the issuing CA, allowing any valid certificate to pass.",-
CVE-2021-40529,Botan,C++,N,0.9.1,2.18.2,9/6/2021,2.6; 5.9,-,https://github.com/randombit/botan/commit/9a23e4e3bc3966340531f2ff608fa9d33b5185a2,C++,src/lib/pubkey/elgamal/elgamal.cpp,El Gamal,Encryption Algorithms,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Cryptographic Issue,Bad Math,N,N,https://github.com/randombit/botan/issues/2815,https://github.com/randombit/botan/pull/2790; https://eprint.iacr.org/2021/923,Short exponents in El Gamal implementation can leak the key.,Initial version is determined to be 0.9.1 since this is the version in which ElGamal was introduced.
CVE-2021-24115,Botan,C++,N,-,2.17.3,2/22/2021,7.5; 9.8,-,https://github.com/randombit/botan/commit/456d3dc005b872dd9773874e40e252a9a187e7f3,C++,src/lib/codec/base32/base32.cpp,Codec,-,-,Side Channel,-,N/A,N,https://botan.randombit.net/security.html,-,"Non-constant time codec (base64, base58, base32, and hex) encoding/decoding.",-
CVE-2018-20187,Botan,C++,N,1.11.20,2.9.0,3/8/2019,4.3; 5.9,-,-,-,-,ECC,-,CWE-320: Key Management Errors,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,,Timing side channel in ECC key generation would allow a more efficient brute force key attack.,-
CVE-2018-12435,Botan,C++,N,2.5.0,2.7.0,6/15/2018,1.9; 5.9,-,https://github.com/randombit/botan/commit/48fc8df51d99f9d8ba251219367b3d629cc848e3,C++,src/lib/pubkey/ecdsa/ecdsa.cpp,ECDSA,Signature Algorithms,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,-,Memory-cache side-channel attack on ECDSA signatures would allow key recovery for a local attacker.,-
CVE-2018-9860,Botan,C++,N,1.11.32,2.6.0,4/12/2018,5.0; 7.5,-,-,-,-,TLS-CBC,-,CWE-193: Off-by-one Error,Memory Management,Buffer Overflow,Y,Y,https://botan.randombit.net/security.html,-,"TLS-CBC decryption miscomputed a buffer length given a carefully malformed ciphertext, causing a potential buffer overread.",-
CVE-2018-9127,Botan,C++,N,2.2.0,2.5.0,4/2/2018,7.5; 9.8,-,-,-,-,Certificate Validation,X.509,CWE-295: Improper Certificate Validation,Other,String Matching,Y,N,https://botan.randombit.net/security.html,-,Incorrect domain string wildcard matching can lead to mistakenly validating certificates for mismatched hostnames.,-
CVE-2017-14737,Botan,C++,Y,0.7.0,2.3.0,9/26/2017,2.1; 5.5,-,-,-,-,RSA,-,-,Side Channel,-,N/A,N,https://botan.randombit.net/security.html,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-wang-shuai.pdf; https://github.com/randombit/botan/issues/1222,Cache-based side channel in RSA that could allow key recovery.,-
CVE-2017-7252,Botan,C++,N,1.11.0,2.1.0,-,-,-,-,-,-,-,-,-,Cryptographic Issue,Other,N/A,N,https://github.com/randombit/botan/blob/master/news.rst,https://ubuntu.com/security/CVE-2017-7252,Incorrect implementation of bcrypt led to long passwords being truncated such that they could be brute forced more easily.,"CVE ID seems to have been deleted, but it is still included under Botan's security advisories."
CVE-2017-2801,Botan,C++,N,1.6.0,2.1.0,5/24/2017,7.5; 9.8; 6.5,-,https://github.com/randombit/botan/commit/cbd9952859c90845f1b6c578b8487e51105f042e,C++,src/lib/utils/parsing.cpp,Utils,Miscellaneous,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://botan.randombit.net/security.html,-,X.509 name comparisons were missing a length check that could result in an OOB read.,-
CVE-2016-9132,Botan,C++,N,1.8.0,1.11.34,1/30/2017,7.5; 9.8,-,https://github.com/randombit/botan/commit/987ad747db6d0d7e36f840398f3cf02e2fbfd90f,C++,src/lib/asn1/ber_dec.cpp,ASN.1,X.509,CWE-190: Integer Overflow or Wraparound,Numeric Error,Integer Overflow,N,Y,https://botan.randombit.net/security.html,-,A maliciously crafted X.509 certificate could cause an integer overflow in BER length fields. Patch commit adds safer integer handling.,-
CVE-2016-8871,Botan,C++,N,1.11.29,1.11.33,10/28/2016,2.1; 6.2,-,https://github.com/randombit/botan/commit/3fb31cef450cef82015170f8e825a2d656163ea6,C++,src/lib/pk_pad/eme_oaep/oaep.cpp,OAEP,Miscellaneous,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,-,Timing side channel in OAEP decoding could allow RSA plaintext recovery.,-
CVE-2016-6879,Botan,C++,N,1.11.0,1.11.31,4/10/2017,5.0; 7.5,-,-,-,-,X.509,-,CWE-320: Key Management Errors,Cryptographic Issue,Certificate Verification,N,N,https://botan.randombit.net/security.html,-,X.509 implementation would erroneously verify a certificate as allowed if just one usage was set instead of if all usages were set.,-
CVE-2016-6878,Botan,C++,N,1.11.12,1.11.31,4/10/2017,7.5; 9.8,-,-,-,-,Curve25519,-,CWE-20: Improper Input Validation,Numeric Error,-,Y,Y,https://botan.randombit.net/security.html,-,The Curve25519 implementation will have undefined behavior in certain microarchitectures without a 128-bit integer type.,-
CVE-2016-2850,Botan,C++,N,1.11.0,1.11.29,5/13/2016,5.0; 7.5,-,-,-,-,TLS,-,CWE-20: Improper Input Validation,Cryptographic Issue,TLS Implementation,N,N,https://botan.randombit.net/security.html,https://marc.info/?l=botan-devel&m=145852488622892&w=2,TLSv1.2 client implementation doesn't check that the hash algorithm or ECC curve that the server chooses match the server's preferences.,-
CVE-2016-2849,Botan,C++,N,1.7.15,1.11.29,5/13/2016,5.0; 7.5,-,-,-,-,ECDSA/DSA,-,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,-,"ECDSA/DSA modular inverse algorithm was dependent on the input and not constant-time, causing a potential timing attack that could recover the key.",-
CVE-2016-2196,Botan,C++,N,1.11.10,1.11.27,5/13/2016,10.0; 9.8,-,-,-,-,P-521,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://botan.randombit.net/security.html,https://marc.info/?l=botan-devel&m=145435148602911&w=2,"P-521 reduction contained a small heap overflow. No further information available, so we default to the NVD classification.",-
CVE-2016-2195,Botan,C++,N,1.9.18,1.11.27,5/13/2016,10.0; 9.8,-,-,-,-,ECC,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Cryptographic Issue,Parameter Validation,Y,Y,https://botan.randombit.net/security.html,https://marc.info/?l=botan-devel&m=145435148602911&w=2,"ECC implementation doesn't check that the coordinate arguments and prime are a valid combination, which can cause a heap overflow.",-
CVE-2016-2194,Botan,C++,N,1.7.15,1.11.27,5/13/2016,5.0; 7.5,-,-,-,-,-,-,CWE-20: Improper Input Validation,Other,-,N,N,https://botan.randombit.net/security.html,-,"A ""misplaced conditional check"" in a function used mainly for ECC point decompression (modular square root algorithm) could cause an infinie loop given malicious input.",-
CVE-2015-7827,Botan,C++,N,0.7.0,1.11.22,5/13/2016,5.0; 7.5,-,-,-,-,PKCS/RSA,-,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,https://marc.info/?l=botan-devel&m=146185420505943&w=2,PKCS #1 RSA decryption is input-dependent and has a timing side channel attack.,-
CVE-2015-7826,Botan,C++,N,1.11.0,1.11.22,4/10/2017,7.5; 9.8,-,-,-,-,X.509,X.509,CWE-295: Improper Certificate Validation,Other,String Matching,Y,N,https://botan.randombit.net/security.html,-,Incorrect wildcard string matching for domain names during X.509 certificate verification. ,-
CVE-2015-7825,Botan,C++,N,1.11.6,1.11.22,4/10/2017,7.8; 7.5,-,-,-,-,X.509,-,-,Cryptographic Issue,Certificate Verification,N/A,N,https://botan.randombit.net/security.html,-,"Certificate validation implementation does not account for a certificate chain loop, which would cause memory exhaustion.",-
CVE-2015-7824,Botan,C++,N,1.11.0,1.11.22,4/10/2017,5.0; 7.5,-,-,-,-,TLS-CBC,-,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://botan.randombit.net/security.html,-,TLS-CBC was vulnerable to a padding oracle attack because an error message revealed information about the padding used.,-
CVE-2015-5727,Botan,C++,N,1.10,1.11.19,5/13/2016,7.8; 7.5,-,-,-,-,-,-,CWE-399: Resource Management Errors,Memory Management,Memory Exhaustion,N,Y,https://botan.randombit.net/security.html,-,"BER decoder allocated a ""fairly abitrary"" amount of memory, which could cause memory exhaustion.",-
CVE-2015-5726,Botan,C++,N,1.10,1.11.19,5/13/2016,5.0; 7.5,-,-,-,-,ASN.1/BER,-,CWE-20: Improper Input Validation,Other,-,N,Y,https://botan.randombit.net/security.html,-,BER decoder would crash on maliciously crafted ASN.1 input (no further information available).,-
CVE-2014-9742,Botan,C++,N,1.8.3,1.11.9,5/13/2016,5.0; 7.5,-,-,-,-,Miller-Rabin primality test,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Insufficient Randomness,N,N,https://botan.randombit.net/security.html,-,Insufficient randomness in the Miller-Rabin primality check meant it was possible that it would accept a non-prime.,-
CVE-2022-45146,Bouncy Castle,Java,N,-,-,11/21/2022,5.5,-,-,-,-,-,-,CWE-416: Use After Free,Memory Management,Other Memory Corruption,N,-,https://nvd.nist.gov/vuln/detail/CVE-2022-45146,-,JVM garbage collector changes caused an issue in BC FIPS API where keys still in use were garbage collected/zeroed out.,-
CVE-2020-28052,Bouncy Castle,Java,N,1.65,1.67,12/18/2020,6.8; 8.1,-,https://github.com/bcgit/bc-java/commit/97578f9b7ed277e6ecb58834e85e3d18385a4219,Java,core/src/main/java/org/bouncycastle/crypto/generators/OpenBSDBCrypt.java,-,Miscellaneous,-,Other,String Matching,N/A,-,https://github.com/bcgit/bc-java/wiki/CVE-2020-28052,https://nvd.nist.gov/vuln/detail/CVE-2020-28052,"Password check handling used incorrect data (took charAt for an index instead of indexOf) when checking the password, potentially causing two different passwords to match.",-
CVE-2020-26939,Bouncy Castle,Java,N,-,1.61,11/2/2020,5.0; 5.3,-,https://github.com/bcgit/bc-java/commit/930f8b274c4f1f3a46e68b5441f1e7fadb57e8c1,Java,core/src/main/java/org/bouncycastle/crypto/engines/RSACoreEngine.java,RSA,Signature Algorithms,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),-,https://github.com/bcgit/bc-java/wiki/CVE-2020-26939,https://nvd.nist.gov/vuln/detail/CVE-2020-26939,RSA decryption implementation is vulnerable to a timing attack based on how it throws an early exception given a particular form of invalid ciphertext.,-
CVE-2020-15522,Bouncy Castle,Java,N,-,-,5/20/2021,4.3; 5.9,-,-,-,-,-,-,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Side Channel,-,N (side channel),-,https://github.com/bcgit/bc-java/wiki/CVE-2020-15522,https://nvd.nist.gov/vuln/detail/CVE-2020-15522,EC math library contains a timing issue that can allow an attacker to recover partial information about the private key based on differences between ECDSA signature generation times.,-
CVE-2019-17359,Bouncy Castle,Java,N,-,1.64,10/8/2019,5.0; 7.5,-,-,-,-,ASN.1,-,CWE-770: Allocation of Resources Without Limits or Throttling,Memory Management,Memory Exhaustion,N,-,https://nvd.nist.gov/vuln/detail/CVE-2019-17359,-,ASN.1 parsing implementation is vulnerable to an overly large attempted memory allocation via carefully crafted ASN.1 input.,-
CVE-2018-1000613,Bouncy Castle,Java,N,-,1.60,7/9/2018,7.5; 9.8,-,https://github.com/bcgit/bc-java/commit/cd98322b171b15b3f88c5ec871175147893c31e6#diff-148a6c098af0199192d6aede960f45dc,Java,core/src/main/java/org/bouncycastle/pqc/crypto/xmss/XMSSUtil.java,XMSS,Miscellaneous,CWE-470: Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'); CWE-502: Deserialization of Untrusted Data,Other,-,N,-,https://nvd.nist.gov/vuln/detail/CVE-2018-1000613,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L787,"XMSS implementation doesn't adequately check classes when filtering BDS data, and so deserializing the XMSS private key can result in unexpected behavior.",-
CVE-2018-1000180,Bouncy Castle,Java,N,-,-,6/5/2018,5.0; 7.5,-,-,-,-,RSA,-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Cryptographic Issue,Bad Math,N,-,https://github.com/bcgit/bc-java/wiki/CVE-2018-1000180,https://nvd.nist.gov/vuln/detail/CVE-2018-1000180,RSA key pairs generated as part of the low-level API may have fewer Miller-Rabin primality test checks than they should.,-
CVE-2018-5382,Bouncy Castle,Java,N,-,-,4/16/2018,3.6; 4.4,-,-,-,-,-,-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Cryptographic Issue,Weak Cipher,N,-,https://nvd.nist.gov/vuln/detail/CVE-2018-5382,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L1325,BC keystore used a 16-bit HMAC by default. Fix changes this to use a 160-bit HMAC instead.,-
CVE-2017-13098,Bouncy Castle,Java,"Y (CVE-2017-13099, CVE-2016-6883)",-,1.0.3,12/13/2017,4.3; 7.5; 5.9,-,https://github.com/bcgit/bc-java/commit/a00b684465b38d722ca9a3543b8af8568e6bad5c,Java,core/src/main/java/org/bouncycastle/tls/crypto/impl/jcajce/JceDefaultTlsCredentialedDecryptor.java,TLS,SSL,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),-,https://nvd.nist.gov/vuln/detail/CVE-2017-13098,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L828,"""ROBOT"" attack demonstrated that TLS sessions using RSA key exchange can allow an attacker to recover the private key using a Bleichenbacher oracle.",-
CVE-2016-1000352,Bouncy Castle,Java,N,-,1.56,6/4/2018,5.8; 7.4,-,https://github.com/bcgit/bc-java/commit/9385b0ebd277724b167fe1d1456e3c112112be1f,Java,Various,-,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Weak Cipher,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000352,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L941,ECIES implementation used ECB mode (and seemingly could have been used without a nonce).,-
CVE-2016-1000346,Bouncy Castle,Java,N,-,1.56,6/4/2018,4.3; 3.7,-,https://github.com/bcgit/bc-java/commit/1127131c89021612c6eefa26dbe5714c194e7495#diff-d525a20b8acaed791ae2f0f770eb5937,Java,prov/src/main/java/org/bouncyastle/jcajce/provider/asymmetric/dh/KeyAgreementSpi.java,-,Other Protocols,CWE-320: Key Management Errors,Cryptographic Issue,Parameter Validation,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000346,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L952,"DH implementation does not validate input key parameters prior to running agreement calculation, potentially allowing weak/invalid keys.",-
CVE-2016-1000345,Bouncy Castle,Java,N,-,1.56,6/4/2018,4.3; 5.9,-,https://github.com/bcgit/bc-java/commit/21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35#diff-4439ce586bf9a13bfec05c0d113b8098,Java,core/src/main/java/org/bouncycastle/crypto/engines/IESEngine.java,-,-,CWE-361: Time and State,Side Channel,-,N (side channel),-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000346,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L951,DHIES/ECIES CBC mode is vulnerable to a padding oracle attack given certain timing information upon failed decryption.,-
CVE-2016-1000344,Bouncy Castle,Java,N,-,1.56,6/4/2018,5.8; 7.4,-,https://github.com/bcgit/bc-java/commit/21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35#diff-4439ce586bf9a13bfec05c0d113b8098,Java,core/src/main/java/org/bouncycastle/crypto/engines/IESEngine.java,-,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Weak Cipher,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000344,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L950,DHIES implementation allowed ECB mode; patch removes support altogether.,-
CVE-2016-1000343,Bouncy Castle,Java,N,-,1.56,6/4/2018,5.0; 7.5,-,https://github.com/bcgit/bc-java/commit/50a53068c094d6cff37659da33c9b4505becd389#diff-5578e61500abb2b87b300d3114bdfd7d,Java,prov/src/main/java/org/bouncyastle/jcajce/provider/asymmetric/dsa/KeyPairGeneratorSpi/java,DSA,Signature Algorithms,CWE-310: Cryptographic Issues,Cryptographic Issue,Weak Cipher,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000343,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L949; https://csrc.nist.gov/News/2015/FIPS-186-4-RFC-NIST-Recommended-Elliptic-Curves,DSA key pair generator used weak default values (1024-bit key size) that would then generate a weak private key. This is an issue because the implementation did not follow FIPS 1864: NIST-Recommended Elliptic Curves.,-
CVE-2016-1000342,Bouncy Castle,Java,N,-,1.56,6/4/2018,5.0; 7.5,-,https://github.com/bcgit/bc-java/commit/843c2e60f67d71faf81d236f448ebbe56c62c647#diff-25c3c78db788365f36839b3f2d3016b9,Java,core/src/main/java/org/bouncycastle/asn1/ASN1Enumerated.java,ASN.1,X.509,CWE-347: Improper Verification of Cryptographic Signatures,Cryptographic Issue,Certificate Verification,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000342,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L948,"ASN.1 parsing implementation doesn't adequately check header for malformed messages of odd lengths, etc., which can cause certification verification results to be incorrect.",-
CVE-2016-1000341,Bouncy Castle,Java,N,-,1.56,6/4/2018,4.3; 5.9,-,https://github.com/bcgit/bc-java/commit/acaac81f96fec91ab45bd0412beaf9c3acd8defa#diff-e75226a9ca49217a7276b29242ec59ce,Java,core/src/main/java/org/bouncycastle/crypto/signers/DSASigner.java,DSA,Signature Algorithms,CWE-361: Time and State,Side Channel,-,N (side channel),-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000341,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L947,DSA signature generation implementation is vulnerable to a timing side-channel attack where an attacker can observe signature generation times and recover the private key.,-
CVE-2016-1000340,Bouncy Castle,Java,N,1.51,1.56,6/4/2018,5.0; 7.5,-,https://github.com/bcgit/bc-java/commit/790642084c4e0cadd47352054f868cc8397e2c00#diff-e5934feac8203ca0104ab291a3560a31,Java,core/src/main/java/org/bouncycastle/math/rawNat128.java,Math,BigNum,CWE-19: Data Processing Errors,Numeric Error,Carry Propagation,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000340,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L945,Several math implementations (used in ECC) contained a carry propagating bug.,-
CVE-2016-1000339,Bouncy Castle,Java,N,-,1.56,6/4/2018,5.0; 5.3,-,https://github.com/bcgit/bc-java/commit/8a73f08931450c17c749af067b6a8185abdfd2c0#diff-494fb066bed02aeb76b6c005632943f2,Java,prov/src/main/java/org/bouncycastle/jcajce/provider/drbg/DRBG.java,-,Miscellaneous,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000339,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L944,AES implementation (engine class) was vulnerable to multiple side-channel attacks due to its table-lookup process. This particular AES Engine was deprecated after this CVE.,-
CVE-2016-1000338,Bouncy Castle,Java,N,-,1.56,6/1/2018,5.0; 7.5,-,https://github.com/bcgit/bc-java/commit/b0c3ce99d43d73a096268831d0d120ffc89eac7f#diff-3679f5a9d2b939d0d3ee1601a7774fb0,Java,prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/dsa/DSASigner.java,-,Signature Algorithms,CWE-347: Improper Verification of Cryptographic Signatures,Cryptographic Issue,Parameter Validation,N,-,https://nvd.nist.gov/vuln/detail/CVE-2016-1000338,https://github.com/bcgit/bc-java/blob/e007cbe82622e2f3d2ba0c46cceab7d504d4cf9b/docs/releasenotes.html#L943,"DSA signature verification does not properly validate ASN.1 encoding (does not check if a certain field is not the correct size), making it possible to have an invalid signature accepted.",-
CVE-2015-7940,Bouncy Castle,Java,N,-,-,11/9/2015,5.0,-,https://github.com/bcgit/bc-java/commit/5cb2f0578e6ec8f0d67e59d05d8c4704d8e05f83,Java,Various,ECC,Signature Algorithms,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor; CWE-310: Cryptographic Issues,Cryptographic Issue,Parameter Validation,N,-,https://nvd.nist.gov/vuln/detail/CVE-2015-7940,https://web-in-security.blogspot.com/2015/09/practical-invalid-curve-attacks.html; https://www.openwall.com/lists/oss-security/2015/10/22/9,"ECC implementation does not check whether a curve is valid (specifically, whether a particular point is within the elliptic curve), making private key recovery possible.",-
CVE-2013-1624,Bouncy Castle,Java,Y (CVE-2013-0169; CVE-2013-1619; CVE-2013-1620; CVE-2013-1623),-,-,2/8/2013,4.0,-,-,-,-,SSL,-,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),-,https://nvd.nist.gov/vuln/detail/CVE-2013-1624,https://www.ieee-security.org/TC/SP2013/papers/4977a526.pdf,"TLS implementation is vulnerable to the ""Lucky Thirteen"" side-channel attack, which used timing differences in processing malformed CBC padding to recover plaintext.",-
CVE-2007-6721,Bouncy Castle,Java,N,-,-,3/30/2009,10.0,-,-,-,-,-,-,-,Side Channel,-,N/A,-,https://nvd.nist.gov/vuln/detail/CVE-2007-6721,-,"Bleichenbacher variant can allow verification of RSA CMS signatures. No further information available, so classified as side-channel (padding oracle).",-
CVE-2019-16747,MatrixSSL,C,N,-,4.2.2,12/30/2020,5.0; 7.5,-,-,-,-,DTLS,-,CWE-787: Out-of-bounds Write,Memory Management,Other Memory Corruption,N,Y,-,https://nvd.nist.gov/vuln/detail/CVE-2019-16747,A maliciously crafted network message can cause an invalid free and other memory corruption.,-
CVE-2019-14431,MatrixSSL,C,N,-,4.2.2,7/29/2019,7.5; 9.8; 9.8,-,-,-,-,DTLS,-,CWE-755: Improper Handling of Exceptional Conditions; CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,-,https://nvd.nist.gov/vuln/detail/CVE-2019-14431,"Similarly to CVE-2019-16747, processing a maliciously crafted DTLS message can cause a buffer overflow due to mishandling the provided length value.",-
CVE-2019-13629,MatrixSSL,C,N,-,4.2.2,10/3/2019,4.3; 5.9,-,-,C,crypto/pubkey/ecc_math.c,ECDSA,Signature Algorithms,CWE-203: Observable Discrepancy; CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Side Channel,-,N (side channel),N,-,https://www.openwall.com/lists/oss-security/2019/10/02/2; https://eprint.iacr.org/2020/728.pdf,ECDSA signature generation is vulnerable to a timing side-channel attack where an attacker can distinguish between the time taken to complete different signing operations. The issue is due to the scalar multiplication implementation leaking the scalar bit length.,-
CVE-2019-13470,MatrixSSL,C,N,-,4.2.1,7/9/2019,7.5; 9.8,-,-,-,-,ASN.1,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,-,https://nvd.nist.gov/vuln/detail/CVE-2019-13470,ASN.1 parsing implementation contains an OOB read (no further information available).,-
CVE-2019-10914,MatrixSSL,C,N,-,-,4/8/2019,7.5; 9.8,-,-,C,crypto/pubkey/rsa_pub.c,RSA,Signature Algorithms,CWE-295: Improper Certificate Validation; CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,-,https://bugs.chromium.org/p/project-zero/issues/detail?id=1785; https://nvd.nist.gov/vuln/detail/CVE-2019-10914,RSA decryption doesn't check if the key size is larger than the fixed-size buffer allocated.,-
CVE-2018-12439,MatrixSSL,C,Y,-,-,6/15/2018,1.9; 4.7,-,-,-,-,ECDSA,-,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,-,https://nvd.nist.gov/vuln/detail/CVE-2018-12439; https://tches.iacr.org/index.php/TCHES/article/view/7337,ECDSA signature generation is vulnerable to a memory-cache side-channel attack. (Return of the Hidden Number Problem),-
CVE-2017-1000417,MatrixSSL,C,N,-,-,1/22/2018,5.0; 5.3,-,-,-,-,X.509,X.509,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,-,https://nvd.nist.gov/vuln/detail/CVE-2017-1000417; https://www.ieee-security.org/TC/SP2017/papers/231.pdf,"Object identifier (OID) comparison logic is flawed since MatrixSSL only uses the sum of the OID encoding bytes to determine a match, leading to some OIDs incorrectly considered a match (if their summation is the same).",-
